user_id,item_id
33486899,87030081
33918143,60967144
33918143,38003499
33918143,27371755
33974464,106660535
33974464,354747860
34123658,360863933
34367769,112592229
35087832,341428783
35145947,185724893
35175499,59802076
35411632,52900329
35411632,186402589
35411632,139577405
35411632,390060332
35411632,292243173
36106937,295559073
36106937,290418014
36106937,58727293
36106937,143149727
36248161,207794585
36248161,136721027
36330239,44653302
37303219,197284796
37623476,112501186
37886546,58119703
38088521,82955428
38150165,168742623
38150165,186117790
38252266,119258764
38252266,298823615
39215700,395113923
39215700,194888532
39215700,308020131
39215700,356085242
39215700,217764406
39215700,383066240
39215700,94250440
39215700,112727173
39309813,280947243
39670075,218340958
39936758,87325890
39936758,101753768
39936758,121815725
39936758,101888081
39936758,278462330
39936758,288324868
39936758,208863558
39936758,136577745
39936758,377908789
39936758,73778247
39936758,132009113
39936758,52052389
39936758,15265247
39936758,307135049
39936758,48319170
40297927,177451211
40297927,244408711
40297927,85065166
40297927,192833651
40297927,251792231
40297927,157987908
40297927,52108285
40297927,360747836
40297927,139245898
40297927,86448550
40297927,400846600
40297927,229345222
40297927,347462409
40297927,270403351
40297927,158870569
40297927,194052005
40297927,358997512
40297927,334076370
40297927,219354704
40297927,314944437
40297927,333589612
40297927,65849793
40297927,159194817
40297927,356027961
40297927,202349966
40297927,281236115
40297927,147348739
40297927,67392812
40297927,323366251
40297927,312512695
40297927,186547618
40297927,14833508
40297927,156728815
40297927,207576125
40297927,182089296
40297927,265341818
40297927,20124024
40297927,191621827
40297927,246245950
40297927,238217606
40297927,211956128
40297927,72427940
40297927,243367096
40523696,373481736
40523696,271637478
40523696,290845246
40523696,270471096
40523696,213436137
40523696,385502161
40523696,63885312
40523696,170593010
40523696,72331628
40523696,389559725
40523696,27198257
40523696,260196329
40523696,337212993
40523696,70530501
40523696,207658335
40523696,68823690
40523696,311332386
40847458,44789171
40847458,4314442
40847458,186605506
40847458,212520431
40847458,240236571
40847458,358737844
40847458,96420196
40847458,389327782
40847458,98667348
40847458,86783751
40847458,93013833
40847458,191415323
40847458,317204156
40847458,295430097
40847458,386804680
40847458,139810347
40847458,140037424
41347685,263995353
41515424,88057415
41858386,74686064
41866258,318755396
41866258,246143333
41866258,117959473
41866258,299445821
41866258,44258536
41866258,243891675
41866258,381920404
41866258,306884093
41866258,358110607
41866258,285773835
41866258,93203552
41866258,78316474
41866258,257137385
41866258,316534788
41866258,284615465
42163589,295418659
42163589,334055192
42605292,242729560
42977680,336106744
42977680,195489777
43007295,179227351
43252806,59727611
43296722,303880960
43356881,398984505
43359390,181668753
43372125,94854826
44026734,35477336
44026734,154685548
44610961,283587953
44939837,289145255
44939837,144278677
44939837,276259491
44939837,162962647
44939837,97267830
44939837,382903493
44939837,370675499
44939837,285739812
44939837,243597816
44939837,325810183
44939837,146895148
44939837,344526239
44939837,92228699
44939837,372967699
44939837,38759299
44939837,373696367
44939837,116396878
44939837,156106157
44939837,163484006
44939837,18995994
44939837,175151965
45454313,30982171
45454313,211631516
45454313,299054060
45454313,55147778
45454313,106270926
45568795,262852718
45635084,211338867
45855740,304278269
46081082,104604294
46129044,314166136
46129044,145242115
46129044,71649890
46129044,245797107
46380691,142477642
46495539,20067574
46495539,251391040
46550020,293168826
46823994,359764561
46823994,232982127
46823994,69679364
46823994,102800183
47016310,57726878
47216621,102667839
47216621,218915379
47344550,367571270
47636434,391955293
47636434,124185992
47636434,108258772
48182677,210290989
48570466,323582185
48570466,115732076
48912439,316651967
49311211,210234633
49335337,376280928
49335337,192519482
49764873,186176225
49873473,376991679
49873473,306946165
49873473,243378067
49892434,33083120
49892434,355655563
50538209,38218418
50538209,134058902
50538209,380758613
50538209,307448577
50538209,176296027
50538209,158369238
50538209,89242693
50538209,156282754
51816656,95631483
51816656,24356198
51898855,273020077
51965294,208843421
51965294,183630870
51986250,197486316
51986250,351639401
51986250,354525367
51986250,303213699
51986250,95854595
51986250,202334778
52080643,56401636
52080643,239200348
52833705,222565286
52833705,91699914
52833705,116738800
52833705,196916583
52833705,183132835
52993887,215390193
53026662,44523695
53026662,46196617
53026662,403239289
53026662,100391703
53026662,363516077
53616158,79539381
53616158,187847237
53616158,318703108
53616158,374438416
53616158,5087984
53616158,314903844
53616158,35616560
54143243,309736423
54143243,116454091
54368965,64082787
54456627,91200981
54559085,2039039
54574235,256692739
54574235,200513383
54574235,271595022
54867992,296820662
54878837,183672799
54878837,140768907
54987533,36754561
55427335,76764707
55908793,266594444
56562475,119328984
56801187,238290272
56970482,22355937
56970482,311488490
57147852,150709409
57147852,220673927
57147852,99881481
57147852,205346146
57741871,92765575
57817053,125979665
57817053,397522137
57817053,53036752
57817053,240599219
57817053,367752680
57817053,86505979
57983419,51682918
57983419,55922591
57983419,219132155
57983419,298588869
58140595,101706128
58552612,314041390
58730281,297120407
58730281,182065113
58730281,297473995
59057916,403596851
59057916,337611506
59057916,52620306
59348943,216635875
59451304,347788642
59594572,48578570
59594572,320611822
59631495,390694551
60298546,218969601
60298546,97508632
60298546,21602082
60298546,183543710
60298546,36507306
60371446,284026307
60371446,42544238
60371446,229353553
60371446,393485463
60371446,176479576
60371446,135059741
60473530,45508203
61732051,117850055
61840976,178098472
61840976,346091674
61840976,295790436
61840976,307939593
61840976,394135106
61840976,115148441
61840976,208803411
61973656,84792842
61973656,310969312
61973656,29857043
61973656,50016605
61973656,261481160
61973656,228612902
61973656,4201674
61985804,81686588
61985804,176876006
61985804,219372397
62549252,219695539
62613690,200624861
63538585,300991619
63556787,173983090
63944386,46480880
63944386,84672466
63944386,147968985
64060923,63275727
64060923,143149727
64060923,372539548
64087996,95631483
64087996,219483645
64087996,51996121
64087996,105734133
64087996,388810954
64087996,84621599
64296382,19003968
64296382,328842315
64497148,307225865
64497148,45081782
64519524,373356010
64519524,132105528
65087966,149142045
65087966,140695540
65087966,109322732
65087966,382917775
65087966,166891177
65087966,343390116
65185404,254072463
65185404,169381877
65185404,211260414
65185404,132410707
65185404,212215298
65185404,346839808
65185404,268633252
65185404,63446994
65185404,369556865
65185404,89832600
65185404,195196622
65271788,253241814
65430299,320741553
66052986,248790438
66258086,387819120
66258086,270305106
66369549,382542784
66772845,58802139
66772845,396225143
66772845,265071885
66772845,301497020
66772845,62819435
66772845,382654663
66835786,42437985
66899098,78529683
66899098,192273685
66899098,234632855
67162826,299099583
67665242,49009769
68218327,385070939
68519803,217108678
68763635,323728114
68845467,26925071
68943297,71733528
69288209,145760031
69288209,275572283
69288209,360503590
69288209,24019131
69288209,396671144
69387053,91750517
69423169,195465042
69423169,10111133
69439146,396232239
69799403,51174478
69799403,195866218
69918931,266686994
69918931,213546745
69918931,290752290
70378443,7532626
70412049,152727119
70412049,219382775
70412049,296254006
70412049,297770545
70412049,265482207
70412049,268132421
70412049,185047951
70412049,73195108
70412049,126099664
70710134,195051850
70710134,33083588
70710134,89136963
71107115,272870236
71107115,286687972
71152040,124877818
71159805,215693016
71159805,109312985
71159805,375473094
72395472,216198784
72395472,316709993
72395472,249860548
72395472,81853872
72521730,218044692
72540615,92928298
72540615,42578190
72809892,296004566
72809892,46480880
72809892,298790575
72809892,230246129
73059824,15183101
73244758,15793652
73427429,60121083
73427429,312631805
73427429,296968781
73427429,347914898
73427429,328715502
73427429,41526277
73664736,306931036
73934820,75681830
74261240,108534695
74356194,10831936
74514093,118310778
74892642,142538960
74994281,355434012
74994281,112765664
75578463,304131011
75578463,207449114
75578463,268595574
75583025,338769085
75764489,397670044
75764489,128585123
75764489,154854
76109602,367035048
76123992,139148282
76123992,192755974
76123992,148893936
76417703,260149400
76417703,175302684
77028595,313185904
77374121,206229120
77465332,42281656
77622415,200903995
77622415,242088370
77622415,366620513
77622415,336052094
77622415,116232282
77622415,114232541
77622415,55540237
77646698,325202294
77646698,140023527
77646698,231310437
77646698,138894451
77646698,265877404
77646698,367976668
77646698,305569467
77646698,262447904
77646698,64975742
77646698,155396115
77646698,181802251
77646698,128046541
77646698,29206411
77646698,403546533
78161252,245053240
78161252,285056870
79446758,91821471
80680135,314706134
81369260,112689124
81369260,336449474
81369260,14297275
81369260,356735419
81805172,380300533
81805172,122541703
81805172,56913325
82103242,55074893
82103242,8486066
82103242,47820027
82378875,144158472
82378875,124571747
82468751,303205878
82531656,147580805
82773347,43346363
83635059,138022743
83635059,67590358
83635059,310297029
83801469,194596805
83844936,270325627
83844936,400625953
83956310,185928415
84022137,384589201
84193620,325605041
84193620,287294440
84270583,58727293
84270583,343235319
84270583,31839167
84270583,86734565
84270583,301155886
84270583,171997348
84270583,211199872
84270583,375245526
84270583,295638895
84270583,258997438
84270583,383481323
84270583,105389208
85235720,231269572
85605647,76575815
85655387,291700019
85655387,402195536
85753848,57661436
85932424,66889262
85932424,255284954
85932424,17712290
85932424,219007422
85932424,183171337
85935756,322970025
85939693,367934934
86176645,87556555
86507870,56775877
87492408,194970115
87665729,375334462
87665729,18395029
87721273,58685711
87780704,43662247
87855267,274968153
87975311,27438354
88149331,99248078
88538921,71663639
88538921,223240484
88967217,333673833
88967217,40635804
89297848,158884195
89333606,284976208
89333606,170800797
89333606,2633720
89383339,42835125
89792074,267414977
89819186,184938890
89819186,287687654
89819186,129628551
89897300,358089868
89897300,170017718
90083915,376278589
90335230,233468290
90342802,51211843
90342802,5934203
90401388,375132674
90401388,39033418
90402638,145401850
90782781,70520183
91296173,64934937
91296173,386956767
91296173,146923812
91336045,229895103
91518799,387974016
92014282,84211035
92332181,276364549
92342149,129489673
92342149,115208604
92790292,242272662
92993610,106925858
92998417,120846888
92998417,171858435
92998417,75095942
93029303,314973510
93029303,273052482
93029303,378878990
93183576,109251644
93183576,370491402
93398793,202684599
93398793,225398454
93464833,66722357
93782685,290702948
93782685,126166773
93945234,99203557
93945234,78038983
94214912,157087642
94376746,124001811
94376746,179571505
94376746,263131285
94634280,2039039
94653084,355231933
94653084,13017276
94653084,57352999
95103333,216602482
95103333,239188593
95233036,320025006
95492699,142221114
95574197,271786836
95574197,11845354
95868729,47453219
95868729,171297748
96263195,143681566
96263195,278839541
96306125,155112445
96306125,100398371
96349609,385804206
96586223,281182271
96586223,193429744
96586223,208969080
96586223,213577666
96882763,223807885
97094915,123631811
97126409,177912248
97346985,93636495
97670409,176616159
97670409,12925394
97670409,154576486
97924986,201714727
98002604,44911807
98002604,243195551
98295322,150003315
98295322,41553373
98295322,243378964
98295322,136717345
98295322,243892258
98295322,271641579
98295322,274106366
98295322,358723407
98330735,197767230
98599208,91960331
98609058,78737360
98609058,284041417
98628646,343299064
98628646,270325627
98628646,400625953
98734198,398449366
98734198,369764663
98734198,18857299
98887618,89609750
99378907,154655287
99411301,345342724
99411301,258296014
99411301,183173704
99411301,272225672
99411301,70333324
99411301,399397051
99411301,6249885
99411301,110842790
99411301,47635021
99411301,387153202
99411301,57929512
99411301,156152028
99680770,301980661
99849460,218573652
100094762,109214086
100371582,131540294
100371582,57910696
100371582,33817334
100551544,34321264
100901664,249946372
100901664,163253466
101135329,863419
101135329,83554146
101135329,167955349
101135329,64979385
101276517,178780160
101571478,282546171
101801629,351033901
101861708,27193181
101861708,23531144
101861708,16695758
101861708,222323164
101861708,342382100
101893207,237394043
101893207,95875607
102175750,550103
103020279,289364929
103348019,279351879
103348019,302528375
103348019,237807953
103701413,10750044
103724384,85023895
103969132,329602030
103969132,323371704
103969132,356550357
103969132,318071587
103969132,31621374
103969132,120199181
103969132,22602170
103969132,20925895
103969132,382301784
103969132,85073267
103969132,70692492
103969132,100936871
103969132,258649657
103969132,313727762
103969132,280136262
103969132,232635219
103969132,305705855
103969132,159398938
103969132,304812456
103969132,285152311
103969132,346188886
103969132,160983993
103969132,17850898
103969132,300947217
103969132,362347327
103969132,168325944
103969132,343900647
103969132,169643930
103969132,376740350
103969132,47424154
103969132,247532680
103969132,84392102
103969132,207821300
103969132,76324723
103969132,80573049
103969132,358488204
103969132,291269977
103969132,353811456
103969132,131013937
103969132,336777445
103969132,220922897
103969132,203367613
103969132,258525099
103969132,271537870
103969132,118879140
103969132,362605823
103969132,53476455
103969132,392831057
103969132,292416270
103969132,33988859
103969132,235673075
103969132,68194897
103969132,5783197
103969132,312203631
103969132,224270406
103969132,94978601
103969132,23098902
103969132,171462194
103969132,140522996
103969132,353959099
103969132,113074237
103969132,152773818
103969132,150732799
103969132,290291426
103969132,86520406
103969132,99162681
103969132,40547528
103969132,313645832
103969132,220966524
104019648,195251516
104323221,250376825
104531516,180112789
104531516,208097193
104531516,293651924
104531516,218867057
104531516,96236915
104568145,73651880
104568145,143799673
104661914,366907445
104661914,262764947
104891848,342844659
105099621,41813818
105143440,303480592
105143440,217072192
105143440,32076477
105143440,369095215
105143440,284853980
105143440,182354345
105143440,140806694
105321705,302087906
105568389,340658714
105767002,211328200
105767002,237908618
105767002,36517573
105767002,289583352
105767002,223781269
105767002,26253819
106218649,92313961
106490158,59575160
106490158,122541703
106490158,103261906
106651590,117643498
106651590,222138921
106651590,170717575
107022033,168479746
107022033,248251214
107126294,14274849
107282532,268615288
107393031,121815725
107808763,46589158
107879987,28637691
108222861,89864030
108426355,201559061
108426355,124365305
108493335,397662400
108493335,53243944
108623128,94106132
108836330,8853707
108949633,249906916
109059613,88064781
109059613,49002319
109122076,314115577
109326585,210290989
109369720,162365355
109369720,256659771
109369720,190915057
109369720,49468285
109369720,318304388
109369720,235374550
109369720,47645955
109369720,400592167
109369720,333346809
109369720,251377214
109369720,185126108
110108245,210899769
110108245,115935893
110422419,297695022
110422419,275058279
110422419,212011735
110422419,127348102
110422419,40756031
110422419,189662392
110513785,17797076
110513785,160396286
110774856,239795801
110784641,172220317
111289035,306381201
111289035,146534037
111289035,329443108
111289035,24914213
111289035,36717113
111289035,341799736
111366157,30196220
111366157,355478538
111509432,394815555
112124836,308057575
112302007,230558745
112302007,389330821
112533984,177052613
112548883,83909755
112548883,18859842
112604594,346193629
112618249,224331809
112618249,42472345
112978435,111152415
112994827,318721571
112994827,235521228
112994827,42628829
112994827,13982267
112994827,234440775
113084604,50824645
113084604,365822773
113547467,203376831
113559597,308296384
113559597,278243696
113559597,133205676
113559597,86326875
113559597,269773268
113559597,225355493
113559597,112820157
113609599,167649599
113791848,257985909
114084403,334447009
114183097,196754738
114497655,32754494
114556011,86295332
114556011,355414594
114656315,400625953
115908019,268491825
115908019,287170898
115981262,148482132
115981262,64056016
115981262,335074931
115981262,180335583
115981262,165715352
115981262,244183686
115981262,305434770
116106398,37672618
116106398,384260077
116106398,53688706
116106398,390572724
116106398,19519189
116106398,134125521
116106398,309422120
116106398,217374160
116225160,241780744
116225160,324803794
116225160,195623224
116225160,399234359
116302035,175144281
116407632,221720763
116407632,343953107
116634436,246326873
116634436,278222910
116634436,290133439
116634436,205081227
116691510,164135427
117046521,151820404
117368135,68128510
118019357,352567269
119394765,242259581
119737948,167074648
120408978,148776454
120408978,80041936
120671311,382559647
120682506,241803157
120736960,211171296
120736960,380740501
120736960,102394756
120736960,172749173
120736960,265213268
120736960,225518902
120736960,7318187
120736960,82278149
120736960,391615857
120736960,331706270
120736960,181090484
120736960,303861049
120736960,356686046
120736960,357034522
120736960,318040897
120736960,269091113
120736960,368286254
120736960,91500364
120736960,24834552
120736960,98969534
120766130,307677695
121069388,133376660
121094926,104750296
121094926,118482777
121320202,335074931
121320202,36570545
121776645,390421063
121776645,75848536
121776645,242741661
121776645,397782259
122131736,161485475
122131736,82745622
122131736,393769196
122131736,118396565
122162274,240800796
122374396,238589408
122588387,248638388
122631631,200224360
122787388,90313406
122787388,395014688
123478667,95172852
123478667,370817930
123478667,48710442
123521589,135801453
123742110,14136232
124012044,143601524
124225320,10563085
124225320,286863514
124322312,15460482
124322312,375702025
124329270,283159068
124857404,136428983
125093067,138395810
125093067,131240872
125093067,401378474
125093067,163653508
125826318,167074648
125856347,202431066
126460283,384482641
126460283,76973584
126503281,379715296
126601909,80225661
127042682,43455541
127488859,227474082
128069985,248105133
128440836,213171647
128440836,401622870
128552991,226676096
128552991,97739879
128552991,229380383
128552991,14477943
128552991,98152218
128552991,338958612
128552991,361807477
128552991,243358121
128552991,269460481
128825158,134119926
129077923,286087469
129121608,155929209
129403742,242025366
129403742,105235826
129403742,368558567
129449164,7847050
129449164,260996452
129862703,243427474
129862703,291302060
129979590,166697821
129979590,67413136
130206172,353513103
130206172,127931989
130232182,78487883
130232182,284606575
130463595,167074648
130496816,45685581
130637943,385886750
130637943,299941043
130637943,376278700
130637943,59677447
130637943,215720005
130637943,327935908
130637943,265895576
130637943,62858944
130756544,114897321
131395085,321599479
131395085,111161394
131395085,26920762
131404662,259850002
131404662,142057301
131404662,231182998
131404662,168292896
131404662,220018954
131404662,254031767
131662045,287316287
131771420,290366290
131771420,107563325
132575385,28445080
132940744,206977173
132940744,359851150
132940744,254937754
132940744,380097196
132940744,340384542
132940744,197938815
132940744,52801085
132940744,296547472
133023935,138210583
133023935,10032377
133338433,388209670
133338433,269675128
133338433,10099501
133629702,369275548
133629702,135256079
133629702,235244243
133629702,219239221
133629702,329266938
133641782,98134229
133641782,66713031
133641782,263499820
133641782,233263181
133641782,104007798
133641782,343159216
133641782,314248251
133641782,43534727
133854282,113093268
133854282,203465892
134622261,26021046
134622261,340164930
134622261,177586504
134622261,223608275
134648874,199858425
134648874,34146488
134648874,71078503
135263255,372013647
135460068,259242233
135514874,319277401
135514874,321174090
135514874,243706754
135514874,205081227
135514874,373241695
135514874,249384335
135514874,386664859
135514874,246326873
135514874,6039035
135514874,68787528
135670856,226850549
135670856,237690276
135722092,178504330
136877543,392839004
136976745,238589408
137158994,15485337
137190407,369552293
137587571,269976923
137587571,172241091
137587571,116255574
137683586,261604780
137683586,221851477
137915017,274596072
138080575,398188566
138086251,404114025
138824382,322050294
138824382,150607745
138824382,195478339
138824382,279361743
138824382,87490760
138824382,309949990
138824382,277765896
138824382,177749602
138824382,344244228
138824382,131055106
139090606,238759554
139149641,292243173
139149641,121179482
139149641,25271595
139149641,153143736
139149641,197488747
139564921,65398235
139766625,190777407
139878830,247624268
139878830,174054968
139878830,115932837
139878830,142015520
139878830,238761757
139878830,161558138
139878830,115762602
139878830,45442736
139878830,90297817
139878830,253923428
139878830,37101896
139878830,86104455
139878830,81615357
139878830,43801505
139878830,270856178
139878830,307792517
139878830,208943006
139878830,61654670
141661456,28551217
141765235,15787823
141765235,35276608
141783144,51027539
141783144,361566381
141783144,174329205
141783144,159464806
141783144,34623217
141783144,156368978
141783144,337794676
141783144,172403667
141932210,127325769
142202623,338025853
